218,503328,27,FINANCIAL ANALYST,62470,75000
219,463116,10,Associate Park Service Worker,21.7586,21.7586
220,515785,31,"Senior Program Officer, Asset Building",54100,80000
221,504956,25,Policy Analyst,57078,85000
222,465329,23,Assistant General Counsel,71423,107032
223,492971,10,E-Learning Content Developer,59768,83740
224,518802,5,HOUSING MANAGER,62015,95934
225,519935,23,Green Infrastructure Planner,57078,85646
226,517253,22,IT Asset Management Supervisor,81951,94637
227,496426,29,ELECTRICIAN (AUTOMOBILE),37.28,43.4
228,465874,6,Outreach Coordinator,38333,44083
229,513123,31,Staff Counsel,71423,82137
230,493682,7,Project Manager,75504,86830
231,474755,25,DRC Intake Specialist,38333,63794
232,487043,25,Assistant Commissioner for Licensing & Standards,130000,165000
233,497063,5,Agency Attorney 03,79620,100000
234,471474,7,Program Manager,70000,80000
235,519374,38,Senior/Lead .Net Developer,130000,140000
236,516847,0,Attorney,117308,127308
237,500294,7,Investigator,58167,58167
238,518510,11,"Analyst  Transportation, Buildings, and Land Use",65604,73806
239,518449,25,Database Administrator,98901,120000
240,470441,5,Heating Oversight Team Specialist,67902,95679
241,503041,10,Social Media Specialist,45594,52433
242,513751,0,Deputy General Counsel,170000,180000
243,516828,11,Analyst  TRANSIT (MTA and TLC),51550,65604
244,466877,5,Program Associate,54100,83981
245,367653,6,Software Developer,64657,74356
246,472918,10,DESIGN LEAD,53702,146121
247,462288,10,City Seasonal Aide,15.45,15.45
248,519471,0,Community Associate for the Emergency Operations Division,38333,44083
249,518734,15,"Assistant Corporation Counsel, Tort",73579,76206
250,499669,22,Administrative Law Judge,54.93,54.93
251,512172,11,Supervising Analyst / Unit Head  Pension Analysis,83399,98388
252,519432,0,Programmer/Analyst (PowerBuilder/.Net),85371,98177
253,519199,17,Auditor,67757,98128
254,508214,14,Silver Stars Elderly Crime Victim Advocate,45,45
255,506980,39,Junior Internal Auditor,45428,52242
256,460729,6,"Child Care Registrar, Bureau of Childcare",38333,54000
257,504955,29,CIVIL ENGINEER,80557,111917
258,487043,25,Assistant Commissioner for Licensing & Standards,130000,165000
259,469658,7,"Community Engagement Lead, Borough-Based",75000,85000
260,485853,10,WSCP SUPPORT STAFF,15.5,19.9
261,490839,25,TLC College Aide - Executive Office Finance & Admin,15.5,19.9
262,490549,10,Case Coordinator,61015,67117
263,505268,25,Policy Research Advisor,62397,75760
264,519994,23,Electrician,440.16,440.16
265,502263,10,"Engineer-in-Charge, Brooklyn Permitting Office",53702,116793
266,505035,23,Diversity Specialist,54100,83981
267,515156,5,Performance Management Analyst,56013,84862
268,468383,7,Senior Advisor to the Chief of Department,140000,160000
269,518627,4,Wetlands Restoration Specialist for FHNR,64140,64140
270,518627,4,Wetlands Restoration Specialist for FHNR,64140,64140
271,167179,2,"CERTIFIED IT ADMINISTRATOR (WAN), Level 4",87203,131623
272,501881,7,Senior Security Administrator,75000,120000
273,347238,9,Investigator Trainee,30028,42505
274,456082,6,"City Custodial Assistant, Bureau of Operations",32260,44677
275,469636,10,SR. Stationary Engineer Electric,69.35,69.35
276,483979,12,DIRECTOR of INTERNAL AUDIT,75000,150000
277,495164,11,Analyst  Technology Budget & Management,46856,70291
278,494592,6,"Equine Veterinarian,  Bureau of Veterinary and Pest Control Services",60.54,64.87
279,509895,7,Project Manager,75504,86830
280,493659,10,Prevention Through Design Professional,90114,122168
281,509634,9,Senior Police Administrative Aide,43929,57093
282,493277,23,Safety & Equipment Training Specialist,56041,75318
283,520077,10,"Deputy Chief, Green Infrastructure Maintenance",94715,136260
284,520077,10,"Deputy Chief, Green Infrastructure Maintenance",94715,136260
285,233549,2,"CERTIFIED IT ADMINISTRATOR (LAN/WAN), LEVEL 4",87203,131623
286,518740,22,Motor Vehicle Operator,39963,49927
287,472659,7,Procurement Analyst (IT),54100,62215
288,516442,3,FDNY Supervisor of Telephone Adjudications,65160,74934
289,520007,11,Summer Graduate Intern  Libraries and Culturals,18,18
290,511015,8,Investigative Auditor,50000,55000
291,517166,0,Executive Director for the Division of Government Affairs,115000,125000
292,485238,10,Change Order Manager,58695,89699
293,469691,7,"Renewable Rikers Lead, Borough Based Jail Systems",55208,63489
294,517566,22,Data & Policy Analyst,68335,86830
295,504921,28,UX Designer,94283,120000
296,276648,15,Clerical Supervisor (JD),33875,54879
297,486092,25,Records Management Officer (RMO),53057,77124
298,518383,0,"Data Coordinator, Division of Strategic Operations & Analytics",54100,62215
299,502751,12,Shift Supervisor - Data Center Operations,61470,75000
300,471752,7,"Assistant Commissioner, RMAS Program Operations & Counseling Services",130000,150000
301,519826,0,"Design Reviewer, New Construction",57078,65640
302,499195,20,SUPERVISING ATTORNEY-SOURCE OF INCOME UNIT,95000,95000
303,485090,10,Watershed Maintainer â 5 positions,41033,60017
304,511096,31,Senior Project Manager,72038,140000
305,510116,12,MAINFRAME SYSTEM PROGRAMMER,110000,120000
306,470130,7,Director of Data Analytics & Research,94283,108426
307,519168,15,CLAIM SPECIALIST,41483,47705
308,496389,20,MARKETING AND  SOCIAL STRATEGY MANAGER,70000,83981
309,501625,9,"Associate Investigator (Part-Time), Level I",27.9579,41.78
310,485659,10,BIM Designer,57078,85646
311,496880,33,Fiscal Analyst,62470,80008
312,500072,5,Environmental Compliance Manager,110000,120000
313,467718,10,Cyber Security Analyst,78795,113300
314,487286,30,Corporate Governance Coordinator,100000,115000
315,501886,40,Learning and Development Specialist,65731,81203
316,514999,2,AGENCY ATTORNEY,63228,72712
317,471311,23,Community Coordinator,54100,83981
318,509892,15,BOROUGH LIAISON,55450,65640
319,470120,25,Prosecuting Attorney,62397,75760
320,509330,5,"SENIOR ZONE COORDINATOR, JOBS-PLUS",51869,82086
321,513574,21,Deputy Chief Detective Investigator,89632,89632
322,496354,10,NYC EAP Office Manager,53057,77124
323,504310,17,Auditor,74650,109409
324,489880,7,Staff Physician  (Part-Time),78.04,83.61
325,468964,6,"Public Health Adviser I / Public Health Advisor, Bureau of Hepatitis, HIV/AIDS, STI",39096,50489
326,456254,25,DRC Program Manager,54100,83981
327,508424,6,"Public Health Nurse, I, Bureau of School Health",42.01,42.01
328,514523,27,PAYROLL SPECIALIST,60000,70000
329,519922,41,Community Associate,42500,42500
330,519464,0,Community Associate in the Housing Litigation Division,38333,44083
331,420423,2,Certified IT Administrator (LAN/WAN) Level II,82884,95317
332,386903,6,"Public Health Nurse, Bureau of School Health",40.79,40.79
333,462622,7,Agency Attorney,63228,72712
334,484513,26,CONTROL CLERK,36390,41848
335,464621,10,ACCOUNTABLE MANAGER,64922,173486
336,511310,12,FINANCIAL SYSTEMS RELEASE MANAGER,75000,135000
337,465483,10,NYC M/WBE Program Compliance Specialist,50972,82730
338,496654,33,Transit Benefit Representative,58695,89699
339,510603,33,Fiduciary Auditor,56013,89610
340,512873,25,Client Services Representative,37413,44000
341,471063,25,Procurement Analyst,50972,82730
342,508809,42,"EXECUTIVE DIRECTOR, CERTIFICATION",58700,161534
343,517562,7,Agency Attorney II,71423,82137
344,496641,21,Help Desk Technician,50000,60000
345,462450,19,Investigator â Racial Profiling and Biased Policing,60213,69245
346,513517,10,Engineering Technician,56069,78142
347,465593,10,NYC M/WBE Program Compliance Specialist,65731,97873
348,466099,11,Unit Head  Health and Hospitals (H+H) / Medicaid,98388,98388
349,470274,25,Executive Assistant to the Deputy Commissioner of Finance and Administration,53057,77124
350,504753,6,Criminalist II,70349,70349
351,468476,5,Director of Public Housing Tenancy Operations,80931,208826
352,514883,38,Junior .Net Developer,65000,65000
353,519471,0,Community Associate for the Emergency Operations Division,38333,44083
354,506552,5,Interpreter/Translator,46231,69583
355,513435,25,"Analyst, Business Practices Accountability Unit",45428,68741
356,463925,25,Digital Communications Specialist,56148,79283
357,517214,30,Custodial Assistant (Part-Time),17.67,17.67
358,466597,23,DVAP Coordinator,54100,83981
359,470759,6,"Vision Assistant, Bureau of School Health",17.57,20.21
360,467961,7,"Deputy Commissioner, Programming & Community Partnerships",180000,195000
361,465115,7,Legal Coordinator,47418,54531
362,518841,4,Project Coordinator,29.6114,34.05
363,518551,0,Client Services Specialist,38333,44083
364,513197,23,Environmental Compliance Specialist (Stormwater),75504,94761
365,513126,31,Senior Staff Counsel,79620,91563
366,520122,0,Assistant Commissioner for the Division of Asset Management,137000,160000
367,464402,6,"Early Intervention Official Designee, Bureau of Early Intervention",52712,52712
368,490323,5,Executive Director,125000,175000
369,229124,6,"HIV Program Associate, Bureau of STD Prevention and Control",48900,69042
370,459762,10,CIVIL ENGINEER,80557,111917
371,518450,11,Supervising Analysts  Grant Monitoring,73806,83399
372,473688,11,Analyst  FINANCING POLICY & COORDINATION,46856,70291
373,510116,12,MAINFRAME SYSTEM PROGRAMMER,110000,120000
374,484734,6,"Public Health Adviser II / Public Health Advisor II, Bureau of Hepatitis, HIV/AIDS, STI",47155,54228
375,510613,16,Deputy Director of Employer Engagement and Partnerships,54100,83981
376,497126,15,Budget Analyst,62470,71840
377,497126,15,Budget Analyst,62470,71840
378,485859,17,Project Manager,57078,85646
379,509267,23,IT Project Specialist,75000,100000
380,385235,15,MEDICOLEGAL ANALYST,61950,81801
381,512432,11,Analyst  Capital Coordination,65604,83399
382,514746,22,Timekeeper Representative,41848,46033
383,502052,29,Auto Mechanic,298.24,347.2
384,517495,27,SENIOR PROGRAM MANAGER,73294,84288
385,403516,43,Executive Agency Counsel,90000,100000
386,517966,10,Division Chief of Program Management,72038,192152
387,495143,11,Deputy Assistant Director  Disaster Recovery Technical Services,117810,117810
388,517513,15,"Assistant Corporation Counsel, Special Federal Litigation",75121,133040
389,502230,37,"Senior Business Analyst, Technology Innovation & Solutions",75000,85000
390,514174,11,Analyst  DOE Expense,51550,65604
391,517966,10,Division Chief of Program Management,72038,192152
392,512853,5,Executive Project Manager,149000,157000
393,495337,10,"SECTION MANAGER, STANDARDS & SUSTAINABILITY",64922,173486
394,463088,10,City Seasonal Aide,15.45,15.45
395,514998,9,Senior Police Administrative Aide,43929,57093
396,507021,18,"Senior Project Manager, Capital Project Implementation",64922,100000
397,516787,17,Deputy Commissioner,106729,241434
398,511099,9,Community Guide,32520,42191
399,466617,5,ELEVATOR MECHANIC HELPER,31,31
400,520519,2,CERTIFIED IT ADMINISTRATOR (LAN/WAN),85371,119883
401,513663,20,Associate Human Rights Specialist,58449,89704
402,496687,18,Vendor Contract Auditor,80931,87277
403,493682,7,Project Manager,75504,86830
404,484460,12,EXECUTIVE AGENCY COUNSEL,58700,130000
405,491748,13,Mentor Coordinator,38333,63794
406,513637,25,"Analyst, Business Practices Accountability Unit",56013,89610
407,517513,15,"Assistant Corporation Counsel, Special Federal Litigation",75121,133040
408,503649,10,HRIS Data Analyst,75000,90000
409,516809,26,ACCOUNT CLERK,36390,41848
410,509867,10,PAYMENT SPECIALIST,40017,62820
411,373748,2,ADMINISTRATIVE MANAGEMENT AUDITOR,130000,224749
412,509243,11,Analyst  Parks,51550,73806
413,467646,10,Cyber Security Analyst,78795,113300
414,518734,15,"Assistant Corporation Counsel, Tort",73579,76206
415,515906,23,Bronx Borough Commissioner,80931,208826
416,509375,12,DATA CENTER ASSOCIATE,43392,58918
417,507655,25,Community Outreach Manager,54100,70000
418,508864,7,Staff Physician,78.04,83.61
419,487850,22,Exemptions Data Analyst,75504,86830
420,460190,6,NYCTC Evidence-Based Program Coordinator,54100,62215
421,411308,15,Network Administrator,89509,102935
422,518456,11,Assistant Analyst  Financial & Personnel Planning Systems & Budget Publications,51550,57680
423,467366,23,Marine Oiler,61555,61555
424,494877,5,Asset Management Senior Project Manager,74650,109409
425,510194,5,Estimator (General Construction),67757,98128
426,518485,2,ASSISTANT RETIREMENT BENEFITS EXAMINER,22.6541,30.5632
427,436534,6,"Wellness Advocate, Bureau of Alcohol and Drug Use Prevention, Care and Treatment",54100,62215
428,504331,17,Junior Engineer (Design),51413,62260
429,519372,25,Director of Program Management,58700,113550
430,489542,6,Principal Administrative Associate I,47418,58893
431,440527,2,ADMINISTRATIVE MANAGEMENT AUDITOR,88936,223761
432,484443,10,ASSISTANT CIVIL ENGINEER,57078,85646
433,482918,7,Intervention Specialist,54100,62215
434,495050,10,Fleet Data Specialist,81203,89323
435,485822,2,COMPUTER SYSTEMS MANAGER,125000,130000
436,495430,35,Deputy Managing Attorney,92000,97369
437,499669,22,Administrative Law Judge,54.93,54.93
438,510924,2,ADMINISTRATIVE PROCUREMENT ANALYST,90000,105000
439,484443,10,ASSISTANT CIVIL ENGINEER,57078,85646
440,516625,3,Administrative Public Records Officer,64922,108000
441,504141,29,Compost Partnership Administrator,84451,113550
442,500736,6,"Assistant Director, Admin & Capital Budgets, Bureau of Budget and Revenue",60010,95000
443,519048,0,Associate Investigator in the Housing Litigation Division (HLD),51079,58741
444,516556,5,Supervisor Mechanical Installation,67757,98128
445,468451,10,Information Security Specialist,130000,180000
446,475329,25,Language Access Coordinator,54100,83981
447,461397,5,"SUPERVISOR, JOB GENERATION",60793,91234
448,513663,20,Associate Human Rights Specialist,58449,89704
449,518118,17,Director-Office of Land Surveying,64922,173486
450,467875,7,Agency Attorney,79620,91563
451,496920,25,Timekeeper,40017,62820
452,520118,10,Senior Air Pollution Inspector,52199,60029
453,495115,10,Fleet Life Cycle Specialist,49950,63186
454,517236,10,Plumber's Helper,258.65,258.65
455,263674,2,COMPUTER SPECIALIST (SOFTWARE),79471,102388
456,469407,5,AGENCY ATTORNEY 03,79620,117000
457,469053,10,Associate Project Manager,90114,122168
458,460727,6,"Public Health Inspector, Food Safety and Community Sanitation",45722,52580
459,463885,13,Clinical Advisor,35580,47719
460,514435,9,Senior Police Administrative Aide,43929,57093
461,509756,12,SENIOR BUSINESS ANALYST,100000,110000
462,519974,17,Assistant Commissioner,72038,192152
463,471393,5,CONFIDENTIAL INVESTIGATOR,45113,54075
464,485133,1,Pre-Placement Staff Nurse,84744,84744
465,512121,39,General Accounting College Aide,15.5,15.5
466,421267,6,"City Pest Control Aide, Bureau of Veterinary and Pest Control Services",31377,36083
467,516743,20,IT Security Specialist,54281,75000
468,509238,11,Analyst  Sanitation,65604,73806
469,498552,16,Program Manager,54100,83981
470,465314,10,Workforce Development Specialist,54100,62215
471,508852,42,"EXECUTIVE DIRECTOR, MWBE RECRUITMENT",58700,161534
472,485685,35,Cashier,40017,46019
473,510029,10,Managing Director,102292,163512
474,519964,0,Senior Compliance Analyst for the Division of Asset Management,74650,85847
475,518550,7,Director of Legislative Affairs,100000,115000
476,510381,11,Deputy Director  Grants & ESR,222924,222924
477,465342,23,Assistant General Counsel,71423,107032
478,474023,20,Agency Attorney 2,71423,82137
479,496001,29,AUTO MECHANIC (4 Day Snow Temp),37.28,43.4
480,506890,39,Senior Auditor,64857,98100
481,508864,7,Staff Physician,78.04,83.61
482,463846,10,Bureau Energy Manager,95000,108000
483,466861,10,PAYMENT SPECIALIST,53057,77124
484,456735,25,Director of Safety & Emissions,54100,83981
485,468975,6,"Compliance Specialist, Bureau of Environmental Sciences and Engineering",65877,81818
486,520121,4,Procurement Supervisor,75000,80000
487,520121,4,Procurement Supervisor,75000,80000
488,519100,11,Analyst  Homeland Security Program,51550,73806
489,520373,11,Analyst  FEMA Public Assistance Data and Systems,51550,73806
490,490323,5,Executive Director,125000,175000
491,463917,23,EEO Investigator,71423,107032
492,516633,5,ASSOCIATE LABOR RELATIONS ANALYST,76294,108156
493,467374,23,Marine Oiler,61555,61555
494,516260,10,DEPUTY AGENCY CHIEF CONTRACTING OFFICER,102292,163512
495,512913,12,FMS Architect/Developer,0,110000
496,429922,15,Paralegal Aide,43197,49677
497,519075,11,Unit Head  DevOps and Application Development,98388,98388
498,492351,5,Elevator Oversight Team Administrator,64922,173486
499,500425,12,PEOPLESOFT FUNCTIONAL / INTEGRATION TESTER,90000,106000
